raw,ln,LOG10,cellid,gt,ms
7.589257,2.026733695,0.88019926,2,WT,A
7.614736,2.030085317,0.881654851,2,WT,A
7.641068,2.033537384,0.883154065,2,WT,A
7.742975,2.046785981,0.888907857,2,WT,A
7.751152,2.047841477,0.889366253,2,WT,A
7.75747,2.04865625,0.889720105,2,WT,A
7.766605,2.049833132,0.890231218,2,WT,A
7.791124,2.052985137,0.891600116,2,WT,A
7.813805,2.055892041,0.892862569,2,WT,A
7.818292,2.056466116,0.893111887,2,WT,A
7.858163,2.061552864,0.895321033,2,WT,A
7.902912,2.067231299,0.897787146,2,WT,A
7.917455,2.069069816,0.898585604,2,WT,A
7.931925,2.070895755,0.899378599,2,WT,A
7.935989,2.071407984,0.899601057,2,WT,A
7.939313,2.071826748,0.899782924,2,WT,A
7.950754,2.073266767,0.900408316,2,WT,A
7.963658,2.074888442,0.901112601,2,WT,A
7.984089,2.077450686,0.902225369,2,WT,A
8.055174,2.086314618,0.906074926,2,WT,A
8.091084,2.090762715,0.90800671,2,WT,A
8.21742,2.106256291,0.914735485,2,WT,A
8.22422,2.107083459,0.915094719,2,WT,A
8.243845,2.109466861,0.916129818,2,WT,A
8.249342,2.11013344,0.916419309,2,WT,A
8.262987,2.111786144,0.917137069,2,WT,A
8.300164,2.116275274,0.919086674,2,WT,A
8.371168,2.124793421,0.922786058,2,WT,A
8.395195,2.127659518,0.924030788,2,WT,A
8.464656,2.135899377,0.927609313,2,WT,A
8.585918,2.150123419,0.933786736,2,WT,A
8.59252,2.150892057,0.934120552,2,WT,A
8.597675,2.151491818,0.934381024,2,WT,A
8.614278,2.153421059,0.935218883,2,WT,A
8.622635,2.154390722,0.935640003,2,WT,A
8.642631,2.15670705,0.936645971,2,WT,A
8.65547,2.158191491,0.937290655,2,WT,A
8.66066,2.158790932,0.937550989,2,WT,A
8.720588,2.165686667,0.940545769,2,WT,A
8.848695,2.180269991,0.946879226,2,WT,A
8.886309,2.184511778,0.948721411,2,WT,A
8.934127,2.189878438,0.951052122,2,WT,A
8.951713,2.191844911,0.95190615,2,WT,A
8.996306,2.196814049,0.954064219,2,WT,A
