raw,ln,LOG10,cellid,gt,ms
77.85445,4.354841058,1.891283441,1,WT,A
204.442,5.320284317,2.310570121,1,WT,A
25.11856,3.223607015,1.399994738,1,WT,A
77.49128,4.350165414,1.889252835,1,WT,A
29.85652,3.396403241,1.475039186,1,WT,A
36.2436,3.590262814,1.559231329,1,WT,A
31.117,3.437754294,1.49299772,1,WT,A
36.36438,3.593589724,1.560676187,1,WT,A
78.46046,4.362594804,1.89465085,1,WT,A
33.00246,3.496582104,1.518546313,1,WT,A
36.6587,3.601650781,1.56417706,1,WT,A
27.63239,3.318988635,1.44141845,1,WT,A
20.2364,3.007482963,1.306133255,1,WT,A
50.58966,3.923747208,1.704061761,1,WT,A
37.06916,3.612785357,1.569012745,1,WT,A
26.54082,3.278683925,1.423914337,1,WT,A
110.5061,4.705070723,2.043386252,1,WT,A
51.56897,3.942920135,1.712388457,1,WT,A
24.96327,3.217405545,1.397301474,1,WT,A
63.97915,4.158557249,1.806038466,1,WT,A
39.483,3.6758702,1.596410144,1,WT,A
25.08396,3.222228598,1.3993961,1,WT,A
31.2208,3.441084539,1.494444027,1,WT,A
36.91338,3.608574087,1.567183814,1,WT,A
37.48055,3.623822132,1.573805955,1,WT,A
77.60584,4.351642682,1.889894404,1,WT,A
44.38848,3.792979976,1.647270274,1,WT,A
43.01538,3.761557726,1.633623764,1,WT,A
71.97811,4.276362045,1.857200439,1,WT,A
43.42413,3.771015277,1.637731126,1,WT,A
33.75636,3.519168844,1.52835561,1,WT,A
98.57997,4.590868097,1.993788682,1,WT,A
59.35108,4.083470318,1.773428626,1,WT,A
31.32982,3.44457036,1.4959579,1,WT,A
27.59591,3.317667573,1.44084472,1,WT,A
97.09665,4.575706874,1.987204246,1,WT,A
78.92645,4.368516406,1.897222569,1,WT,A
55.74286,4.02074933,1.746189247,1,WT,A
44.79505,3.802097642,1.651230026,1,WT,A
48.32001,3.877845761,1.684127015,1,WT,A
26.75616,3.286764727,1.427423784,1,WT,A
43.82198,3.780135518,1.641691996,1,WT,A
25.63748,3.244055343,1.408875335,1,WT,A
23.77612,3.168681716,1.376140984,1,WT,A
32.42909,3.479055859,1.510934762,1,WT,A
52.0551,3.952302773,1.716463285,1,WT,A
30.47043,3.416756705,1.483878583,1,WT,A
55.72066,4.020350994,1.746016252,1,WT,A
