raw ,ln,LOG10,cellid,gt,ms
157.2482,5.057825449,2.196585683,2,WT,A
159.7504,5.073612597,2.203441954,2,WT,A
170.6667,5.139712532,2.232148791,2,WT,A
0.7247115,-0.321981634,-0.139834847,3,WT,A
0.9740506,-0.026292026,-0.011418482,3,WT,A
1.285347,0.251028721,0.109020388,3,WT,A
1.388309,0.32808646,0.142486139,3,WT,A
1.551205,0.439032048,0.190669196,3,WT,A
1.605711,0.473566649,0.205667383,3,WT,A
1.62385,0.484799873,0.21054591,3,WT,A
1.623855,0.484802952,0.210547247,3,WT,A
1.680397,0.519030075,0.225411898,3,WT,A
1.688332,0.523741059,0.227457852,3,WT,A
1.756975,0.56359358,0.244765582,3,WT,A
1.796296,0.585726767,0.254377903,3,WT,A
1.933856,0.659515937,0.286424132,3,WT,A
1.984126,0.685178515,0.297569248,3,WT,A
1.9873,0.686776934,0.298263433,3,WT,A
2.022156,0.704164269,0.305814656,3,WT,A
2.049672,0.71767978,0.311684368,3,WT,A
2.095638,0.739858042,0.321316265,3,WT,A
2.10129,0.742551442,0.322485994,3,WT,A
2.126572,0.754511294,0.327680091,3,WT,A
2.162162,0.771108647,0.33488823,3,WT,A
2.221741,0.798291123,0.34669343,3,WT,A
2.229266,0.801672383,0.348161892,3,WT,A
2.234929,0.80420946,0.349263731,3,WT,A
2.248101,0.81008586,0.351815819,3,WT,A
2.25256,0.812067347,0.352676368,3,WT,A
2.27025,0.819889958,0.356073684,3,WT,A
2.309469,0.837017628,0.363512137,3,WT,A
2.380843,0.867454627,0.376730758,3,WT,A
2.416737,0.882418283,0.383229391,3,WT,A
2.418494,0.883145032,0.383545014,3,WT,A
2.508403,0.919646296,0.399397312,3,WT,A
2.550371,0.936238839,0.406603361,3,WT,A
2.565811,0.942274608,0.409224663,3,WT,A
2.566597,0.942580897,0.409357682,3,WT,A
2.585988,0.95010764,0.412626505,3,WT,A
2.589732,0.951554395,0.413254823,3,WT,A
2.594981,0.953579195,0.414134182,3,WT,A
2.665526,0.980401412,0.425782923,3,WT,A
2.680403,0.985967156,0.428200095,3,WT,A
